Text1,Text2,Label
"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","variedad de platillos deliciosos, divertidos y sorprendentes se pueden realizar gracias a los maestros de la cocina y a los adelantos de la cocina científica, que previamente era algo complicado de producir.",0
todo se coloca en una vara de metal en una hornilla especial para este tipo de comida.,en medio oriente existe una gran cantidad de diferentes comidas servidas en palillos de madera que se han adoptado en otros países europeos.,0
el término kebab hace referencia a carne que es asada o cocida en rollos de carne prensada en un hornillo vertical y puede ser servido sobre platos.,"en conclusión, kebab hace referencia a carne que es asada o cocida en rollos de carne prensada en un hornillo vertical y puede ser servido sobre platos.",1
el término kebab hace referencia a carne que es asada o cocida en rollos de carne prensada en un hornillo vertical y puede ser servido sobre platos.,"se cocina en un horno especial para este platillo, todo ensartado en una vara de metal.",0
"hay un elemento de frescura en la mayoría de los platos a base de plantas, especialmente cuando se trata de productos orgánicos.","asimismo, contienen moléculas que se adhieren a las hormonas encargadas de la sexualidad presentes en la sangre y cumplen la tarea de asegurar su inactividad hasta que sean necesarias.",0
el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,como el aroma de un pétalo de rosa que puede obtenerse a través de cierta destilación.,0
"méxico tiene una amplia gama de tradiciones y costumbres. una bastante común en las ciudades es la del carrito de los camotes, identificado por su particular silbido.",el espectro de tradiciones y costumbres de la república mexicana es muy extenso. destaca entre ellas el habitual carrito de camotes que puede reconocerse por el silbido característico que emite.,1
"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","el enfriamiento con deshidratación, uno de los nuevos procesos utilizados en los restaurantes innovadores, aumenta el sabor y la textura en cada degustación.",0
en japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,como esta nueva preparación de hacer el sushi fue más rápida le llamaron de manera distinta con el nombre de haya-zushi que significa sushi rápido.,0
el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"el enfriamiento con deshidratación, uno de los nuevos procesos utilizados en los restaurantes innovadores, aumenta el sabor y la textura en cada degustación.",0
"el shish significa ""seis"" en persa y es bastante reconocido en estados unidos; suele servirse con arroz y otras guarniciones.",existe un platillo llamado shish cuyo significado es “seis” en persa el cual es muy aceptado en estados unidos; con frecuencia se sirve con arroz y otras guarniciones.,1
la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,"se protege legalmente a los productores que producen ciertos alimentos en una zona determinada, mediante la denominación de origen.",1
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","el suave dejo olfativo de las capas del capullo de rosa, por dar un ejemplo, puede ser rescatdo por medio de la destilación al vacío.",1
"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","el nombre de esta bebida es un término moderado, este denota el destilado de agave que se prepara en ciertos lugares de méxico.",0
una de las tradiciones más reconocidas es el día de muertos el cual ya un referente internacional.,para resaltar lo especial de esta fecha son vitales los colores y el ánimo mexicano en este momento del año.,0
"usualmente, los altares están compuestos por varios niveles que representan la cosmovisión, el mundo material y el inmaterial.","en honor a los muertos de la estirpe se colocan altares domésticos donde se brindan alimentos, flores y cosas que usaba frecuentemente el difunto.",0
este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,"en el rio mekong se han encontrado maneras de mantener el pescado en arroz cocido en conserva gracias a los conservadores de arroz, se producían distintos químicos que perfuman y proporcionan sabor: acido láctico y acido acético (vinagre).",0
actualmente se consume a diario en todos los hogares iraníes.,hoy en día se  sirve en todos los hogares de irán.,1
la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,la organización del consejo regulador del tequila se dedica a verificar el complimiento de la norma oficial del tequila así como promover su calidad y su prestigio de excelencia.,0
"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","resulta en una tradicional mezcla gastronómica, ya que los plátanos provienen de asia, originalmente introducidos en las islas canarias y que llegaron al continente americano.",0
"una tradición particular se encuentra en la producción del vino, que en ciertas zonas se exige utilizar la uva originaria de la misma.","los funcionarios de esta institución, así como los representantes de las casas tequileras, se congregan cada mes de diciembre desde 1993.",1
se trata de una institución interprofesional donde se reúnen desde el 16 de diciembre de 1993 todos los agentes productivos ligados a la elaboración del tequila.,"en méxico, el tequila se conoce como la bebida más representativa.",0
la denominación de origen es una clasificación que se emplea para proteger legalmente a los productores de ciertos alimentos que se producen en una zona determinada.,lo que se conoce como tequila joven es una mezcla de varios tequilas y tequila blanco.,0
"como quiera que se le llame, la cocina científicamente avanzada le ha permitido a los maestros de la culinaria presentar platos divertidos y sorprendentes y crear delicias que antes eran difíciles de lograr.","este método, cuyo antecedente de uso se encuentra en los laboratorios científicos, consiste en llevar al punto de ebullición el medio acuoso por medio de presiones bajas, con lo que se evita que la temperatura deshaga las moléculas del sabor",0
"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.","dependiendo de las características de la bebida y de los procesos que sigan puede clasificarse como blanco, joven, reposado, añejo o de reserva.",0
"hay que decir que ésta varía también en función de la velocidad con que es empujado el carrito, pues este horno rodante funciona alimentado por leña.","en méxico hay una gran variedad de costumbres y tradiciones. una de ellas son los carritos de camotes, los cuales se distinguen por su silbido característico.",0
"para su elaboración, primero se extraen azúcares contenidos en las piñas de agave y se separan de la fibra. después, se decide qué bebida se elaborará a partir de sus componentes.",esta bebida ocupa un lugar importante entre los símbolos que identifican a la nación.,0
"el altar de muertos es una construcción simbólica resultado del sincretismo de las ideologías prehispánicas, su cosmovisión y creencias religiosas traídas por conquistadores.",los altares con dos niveles representan la separación de la tierra y el cielo.,0
el elemento teatral de la cocina molecular también es muy atractivo para algunos.,"uno de los nuevos métodos empleados en los restaurantes experimentales es la congelación con deshidratación, pues maximiza el sabor y la textura de cada bocado.",0
son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,expresiones como cocina molecular o gastronomía molecular son más conocidas en los medios que en los hoteles.,0
el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"para el sushi en china se usaba un proceso innovador, para eso se necesita dejar el arroz con aspergillus oryzae a que se enmohezca, este tiene una apariencia de polvo verde; después en un cántaro  bien cerrado se mete el pescado.",1
"para lograr la cocción y la buena temperatura, los cajones del carrito deben estar cubiertos por una cama de cáscaras de plátano que sirve para mantener húmedo el producto.","a pesar de que también existen camotes de piel amarilla, los camoteros usualmente ofrecen los de piel morada o y blanca.",0
expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,cocina molecular o gastronomía molecular son locuciones populares en los medios mas no en la hostelería.,1
"los altares de tres niveles muestran el cielo, la tierra y el inframundo.",todas las ofrendas están constituidas por olores que representan la limpieza del espíritu; el olor puede dirigir y llamar a los muertos.,0
el término kebab hace referencia a carne que es asada o cocida en rollos de carne prensada en un hornillo vertical y puede ser servido sobre platos.,"originalmente la carne para preparar este platillo es el cordero, sin embargo, se puede adaptar a los gustos personales y a las prohibiciones religiosas, así que ahora puede ser preparado, además de con cordero, con carne de cabra, cerdo, pescado o pollo.",0
este tipo de sushi se hizo muy popular y pronto se vendía en puestos callejeros en las zonas más humildes de osaka.,"después de ponerlo fuera de los recipientes que mencionamos antes, es muy fácil prepararlo; se le quitan las tripas, se tira a la basura el arroz y se dispersa en pedazos para comerse.",0
"en esta variedad, se ponen seis bloques de carne en una varilla, de ahí el nombre. es común servirlo en un plato.","en el medio oriente, hay una amplia variedad de platillos en pinchos y que han sido acogidos por otras partes de europa.",0
el consejo regulador del tequila es la organización dedicada a verificar el cumplimento de la norma oficial del tequila y de promover su calidad y prestigio por excelencia.,hay una organización interprofesional que se reúne desde el 16 de diciembre de 1993 todos los agentes que estén ligados a la producción del tequila.,1
"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","esta técnica, que fue utilizada en laboratorios y posteriormente en las cocinas, lleva a un líquido a su punto de ebullición a la temperatura mínima mediante bajas presiones, lo que impide que las moléculas del sabor sean destruidas por el calor.",0
todo se coloca en una vara de metal en una hornilla especial para este tipo de comida.,todo se pone en una vara metálica sobre una hornilla hecha especialmente para este tipo de comida.,1
"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.","según su porcentaje de azúcar que proviene del agave que se usa para su preparación, en ocasiones se califica cien porcientos agave o tequila.",1
son empleadas normalmente para describir el estudio de cómo los alimentos cambian cuando se cocinan.,el sous vide es un método de cocción que conserva la integridad de los alimentos al calentarlos a temperaturas relativamente bajas durante extensos periodos de tiempo.,0
"el shish significa ""seis"" en persa y es bastante reconocido en estados unidos; suele servirse con arroz y otras guarniciones.","el alimento original usualmente va condimentado con una mezcla de muchas especias que tienen en su composición básica canela, cilantro, orégano, comino, entre otras.",0
plátanos y camotes se cuecen en ese artefacto rodante en un tiempo que oscila entre los treinta y los sesenta minutos dependiendo de la temperatura que alcance la caldera.,"el peso de estos vehículos de tracción humana, compuestos prácticamente de metal, alcanza hasta los 300 kilogramos.",0
"quizá la forma de comercio sea más particular de las ciudades, incluyendo la ciudad de méxico, pero los productos son procedentes de áreas agrícolas del interior de la república.","méxico tiene una amplia variedad de tradiciones y costumbres. una usual en las ciudades es la del carrito de los camotes, que es distinguido por su especial silbido.",0
"por su parte, el camote es un tubérculo cuyo cultivo estaba extendido por todo el continente antes de la conquista.",el carro estaba hecho principalmente de acero; es prácticamente el cilindro y la rueda los que se  han combinado.,0
"existen 10 casas tequileras que se consideran las más importantes del país, tanto por su antigüedad e importancia en el mercado y dicha lista está encabezada por tequila josé cuervo.",se puede clasificar como puro de agave o tequila según sea el porcentaje de azúcares que tenga la planta para su elaboración.,0
"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.",existe la técnica de destilado al vacío que permite extraer el suave aroma de los pétalos de rosa.,0
el carrito está fabricado primordialmente de acero; es prácticamente cilíndrico y se le han incorporado ruedas.,se sirven sobre platos desechables con una servilleta. por lo regular se comen con crema de leche azucarada y canela en polvo y se acompañan con un vaso de leche.,0
"la dieta común de las personas consiste en carnes, frutas, vegetales y todo cuanto sea comestible y se encuentre a nuestro alcance.","otra de las ventajas de este régimen alimenticio es la disminución del peso. en general, los veganos no tienen problemas de obesidad.",0
plátanos y camotes se cuecen en ese artefacto rodante en un tiempo que oscila entre los treinta y los sesenta minutos dependiendo de la temperatura que alcance la caldera.,"ya que la caldera de este artefacto opera quemando madera, la rapidez a la que avance también afecta la temperatura.",0
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",expresiones empleadas en el lenguaje de este contexto como cocina molecular o gastronomía molecular cuentan con más presencia en los medios publicitarios que en el sector hotelero.,0
"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.",el tequila tiene muchos destinos como el envasado o la obtención de tequila reposado.,0
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","por ejemplo, con la destilación al vacío, el suave aroma de los pétalos de rosa puede ser extraído.",1
todos ellos se componen de aromas que simbolizan la purificación del alma. el aroma es capaz de guiar o atraer a los difuntos.,"como representación de saludo, las flores se ponen como adorno alrededor del altar y la tumba.",0
el tequila es reconocida como la bebida más representativa de méxico.,una parte de la identidad nacional es esta bebida.,0
"de acuerdo al porcentaje de los azúcares provenientes del agave que se utilice en la elaboración, se puede clasificar como 100% agave o tequila.","hay otras bebidas que también tienen formas específicas para ser producidas, por ejemplo: con el vino es necesario usar las uvas de la misma zona en la que se produce el vino.",0
el proceso que se empleaba en china era muy novedoso se dejaba enmohecer el arroz con aspergillus oryzae que tiene un aspecto de polvo verde y se metían los pescados enteros en ánforas bien selladas.,"los campesinos que cultivaban arroz  junto al río mekong se dieron cuenta de que podrían conservar el pescado con arroz cocido, ahí, se fermenta y da varios productos químicos que dan aroma y sabor, estos son: ácido láctico y acético, o sea el vinagre.",0
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","una de las más recientes técnicas utilizado en los restaurantes experimentales que maximiza la textura y el sabor en cada mordida, es la congelación con deshidratación.",0
"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","variedad de platillos deliciosos, divertidos y sorprendentes se pueden realizar gracias a los maestros de la cocina y a los adelantos de la cocina científica, que previamente era algo complicado de producir.",0
"en realidad, se trata de pequeños vehículos metálicos y de tracción humana cuyo peso puede llegar hasta los 300 kilogramos.","los carritos tienen una forma sencilla, básicamente se trata de cilindros de acero con ruedas.",0
"el cuidado de la piel también es un factor a tomar en cuenta, pues la vitamina c dan como resultado una piel más lozana.","asimismo, ayuda a mantener una piel saludable, ya que la vitamina c es importante en el cuidado de la piel.",1
"los productores que se acogen a la denominación de origen, se comprometen a mantener la calidad de su producto en un estándar lo más alto posible y a mantener usos tradicionales.",esta bebida ocupa un lugar importante entre los símbolos que identifican a la nación.,0
"salidos del horno, estos barrocos alimentos se sirven al consumidor con una cobertura que puede incluir leche condensada, mermelada, chocolate, entre otras cosas.",la humedad del producto se mantiene gracias a un recubrimiento de cáscaras de plátano sobre los cajones que almacenan el producto; esto garantiza la temperatura y cocción adecuadas.,0
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","el fectival de alcachofa ahumada instantanea, una de las especialidades del menú, es acompañada por una microensalda, alcachofa de diversas y queso parmesano espolvoreado con oro de 24 quilates, en un tazón de saturno ahumado con nogal.",0
"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","luego, el tequila se clasifica de acuerdo con sus características: puede ser blanco, joven, reposado, añejo o de reserva.",0
en los ritos funerarios de estas civilizaciones era común dejar la sepultura de objetos de uso cotidiano como herramientas de oficio para ayudar al difunto en su travesía al otro mundo.,"el ofrecimiento de comida, flores y artículos de uso diario del fallecido en un altar hogareño es un distintivo de la celebración.",0
"en los palillos de madera, los pedacitos de carne son más pequeños. este plato se come acompañado del pan plano turco ""pide"".","la carne que es asada o cocida envuelta en carne prensada en hornillos verticales, son conocidos como kebab, los cuales se sirven sobre platos.",0
los altares de dos niveles son una representación de la división del cielo y la tierra.,"el altar de muertos es una obra simbólica proveniente del sincretismo de las ideologías prehispánicas, su filosofía y creencias religiosas impuestas por los conquistadores.",0
el tequila joven resulta de la mezcla del tequila blanco con alguno de los demás.,"se volvió crucial para fines publicitarios y comerciales, también en conceptos de seguridad tradicional.",1
"para lograr la cocción y la buena temperatura, los cajones del carrito deben estar cubiertos por una cama de cáscaras de plátano que sirve para mantener húmedo el producto.","méxico tiene una amplia variedad de tradiciones y costumbres. una usual en las ciudades es la del carrito de los camotes, que es distinguido por su especial silbido.",0
"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","en londres, la compañía de alimentos caterers bubble, introduce la ciencia molecular en un alto porcentaje de su menú.",0
en japón este plato proliferó bajo el concepto de una nueva forma de conservar el pescado.,"en el siglo diecisiete, partir de la receta antes dicha, surgió el vinagre de arroz como una nueva forma de comer el narezushi.",0
"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","se acostumbra servir los camotes y plátanos en una servilleta sobre platos desechables. se comen con crema de leche azucarada, canela espolvoreada y acompañados con leche.",0
"el pescado es un alimento perecedero, es por esta razón por la que en la antigüedad se empleaban diversos métodos simples como el ahumado o el salazón.","algunas de estas técnicas consistían en el ahumado, salazón o escabechado.",1
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.","sin embargo, queda la duda de cuánto tiempo resistirá su influencia culinaria.",0
actualmente se consume a diario en todos los hogares iraníes.,"hoy día, el consumo de este platillo iraní es habitual en las tierras de la antigua persia.",1
expresiones como cocina molecular o gastronomía molecular son más populares en los medios que en la hostelería.,"caterers bubble es una empresa de catering en londres cuyo menú está compuesto, en gran parte, por técnicas moleculares.",0
a pesar de todo el sabor del pescado es agradable para el consumo humano (con toques ácidos).,es muy grato el consumo del pescado a pesar del gusto que tiene la gente.,1
"una característica es la instalación de altares domésticos en honor de los muertos de la familia donde se ofrecen alimentos, flores y objetos de uso cotidiano del difunto.",la manera en que se instalan los altares de muertos cambia de acuerdo con la particularidad y las características de cada parte específica del país.,0
"la dieta común de las personas consiste en carnes, frutas, vegetales y todo cuanto sea comestible y se encuentre a nuestro alcance.","de igual forma, la prevención de las diferentes afecciones como las enfermedades cardiacas se realiza de una mejor forma, esto se debe a que hay una menor cantidad de grasas saturadas.",0
"en realidad, se trata de pequeños vehículos metálicos y de tracción humana cuyo peso puede llegar hasta los 300 kilogramos.","en el interior, la fruta cocida se mantiene caliente y, por lo tanto, lista para comer.",0
"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","los carritos tienen una forma sencilla, básicamente se trata de cilindros de acero con ruedas.",0
"por su parte, el camote es un tubérculo cuyo cultivo estaba extendido por todo el continente antes de la conquista.","en la parte superior del carrito, existe un espacio que el camotero emplea para poner los aderezos, alcanzar las monedas y preparar sus productos.",0
"salidos del horno, estos barrocos alimentos se sirven al consumidor con una cobertura que puede incluir leche condensada, mermelada, chocolate, entre otras cosas.","en la sección superior del artefacto hay una base que sirve para contener las salsas, dejar las monedas y servir los frutos.",0
"la técnica, usada en laboratorios de química antes que en las cocinas, hierve líquido a la temperatura mínima usando bajas presiones e impidiendo así que el calor destruya las moléculas del sabor.","la integridad de los alimentos al cocinarlos se puede resguardar con la técnica sous vide, que consiste en calentarlos a temperaturas relativamente bajas por periodos prolongados de tiempo.",0
el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,"para incrementar el sabor y maximizar la textura de cada bocado, en los restaurantes experimentales, se emplea la congelación con deshidratación.",0
"con esta tradición, se busca rendir tributo a los antepasados familiares, a los difuntos cercanos o a personajes importantes.","lo que se busca con esta tradición es rendir tributo a los antepasados familiares, difuntos cercanos y personas importantes.",1
el vendedor ambulante empuja el carrito de los camotes para trasladarse entre las calles de la ciudad y comercializar su producto.,"de hecho, son artefactos móviles de metal y tamaño reducido hechos para ser empujados y pueden alcanzar los 300 kilos.",0
el sous vide es un método de cocción que mantiene la integridad de los alimentos al calentarlos durante largos periodos a temperaturas relativamente bajas.,el elemento creativo de la cocina molecular también es atrayente para algunos.,0
"el otro tipo de kebab consiste en un tronco, el cual es elaborado con alternaciones de carne picada y marinada en forma de bollitos y láminas de carne.","se elabora con alternaciones de carne picada y marinada en forma de bollitos y láminas de carne, este tipo de kebab consiste en un tronco.",1
"el sutil aroma de los pétalos de rosa, por ejemplo, puede ser extraído con la destilación al vacío.",los sabores más delicados pueden conservarse con un poco de ciencia.,0
"la reserva no es propiamente una clasificación normada, aunque el distintivo se destina para designar la calidad suprema de cada casa productora.","se cree que el tequila no tiene relación con el mezcal en el aspecto de la elaboración al ser una bebida distinta al mezcal, aún así es considerado un tipo particular de mezcal.",0
"la congelación con deshidratación, uno de los nuevos métodos empleados en los restaurantes experimentales, maximiza el sabor y la textura en cada bocado.","la mayor parte del menú de catering caterers, empresa londinense, incluye técnicas de cocina molecular.",0
"en la parte alta del carrito, existe una superficie que el camotero utiliza para colocar los aderezos, poner al alcance de la mano las monedas y preparar sus productos.","a pesar de que también existen camotes de piel amarilla, los camoteros usualmente ofrecen los de piel morada o y blanca.",0
"al ser una bebida distinta al mezcal, se cree que no tendría relación en aspectos de elaboración con el tequila, pero es considerado como un tipo específico de mezcal.","el nombre de esta bebida es un término moderado, este denota el destilado de agave que se prepara en ciertos lugares de méxico.",0
"en el menú hay especialidades como el festival de alcachofa ahumada instantánea, hecha de diferentes texturas de alcachofa y acompañada por una microensalada y queso parmesano espolvoreado con oro de 24 quilates, sobre un tazón de saturno lleno con humo de nogal.","métodos experimentales empleados recientemente en restaurantes, es la congelación con deshidratación, es una intensa aventura en cada bocado de sabor y textura.",0
"el alimento original va generalmente condimentado con una mezcla de numerosas especias que incluyen en su composición básica comino, orégano, cilantro, canela, entre otras.","en el medio oriente, existe una gran variedad de comidas que se comen con pinchos, incluso otras partes de europa han adoptado estas comidas.",0
los indígenas compartían la creencia de la existencia de una entidad anímica en el cuerpo que le daba identidad y que lo abandona al morir para ir a una existencia ultraterrenal.,los nativos creían en la existencia del alma que abandona al cuerpo al morir.,1
